order_id,item_id,price
11064,73,250
11064,71,220
11065,66,220
11065,677,230
11066,74,250
11066,30,240
11066,29,290
11066,29,290
11066,29,290
11067,83,90
11067,83,90
11067,30,240
11068,67,370
11068,84,100
11069,665,340
11069,665,340
11070,66,220
11070,29,290
11070,84,100
11071,74,250
11071,82,90
11071,31,190
11071,29,290
11072,73,250
11072,74,250
11072,30,240
11072,72,270
11073,29,290
11073,665,340
11074,31,190
11074,97,100
11074,71,220
11075,66,220
11075,66,220
11076,92,70
11076,74,250
11077,71,220
11077,84,100
11077,72,270
11078,665,340
11078,74,250
11078,67,370
11078,73,250
11079,29,290
11079,67,370
11079,67,370
11080,93,70
11080,71,220
11080,66,220
11081,83,90
11081,665,340
11081,83,90
11081,84,100
11082,74,250
11082,665,340
11082,72,270
11083,74,250
11083,30,240
11083,665,340
11083,67,370
11084,30,240
11084,93,70
11085,677,230
11085,82,90
11086,74,250
11086,665,340
11086,71,220
11087,92,70
11087,665,340
11087,73,250
11087,74,250
11088,73,250
11088,74,250
11088,84,100
11088,66,220
11089,66,220
11089,74,250
11089,677,230
11089,92,70
11089,74,250
11090,665,340
11090,31,190
11090,29,290
11091,92,70
11091,665,340
11092,82,90
11092,83,90
11093,74,250
11093,73,250
11093,30,240
11093,97,100
11093,30,240
11094,73,250
11094,93,70
11094,93,70
11095,73,250
11095,82,90
11095,31,190
11095,72,270
11095,29,290
11096,92,70
11096,93,70
11096,72,270
11096,92,70
11097,92,70
11097,66,220
11098,29,290
11098,677,230
11099,83,90
11099,677,230
11099,97,100
11099,67,370
11100,74,250
11100,84,100
11100,665,340
11101,665,340
11101,66,220
11101,74,250
11102,29,290
11102,74,250
11102,66,220
11102,677,230
11103,665,340
11103,74,250
11103,97,100
11104,72,270
11104,665,340
11104,73,250
11105,83,90
11105,72,270
11105,73,250
11105,31,190
11106,67,370
11106,74,250
11106,677,230
11106,82,90
11107,72,270
11107,97,100
11107,665,340
11108,29,290
11108,83,90
11108,30,240
11108,677,230
11109,677,230
11109,92,70
11110,97,100
11110,31,190
11111,31,190
11111,72,270
11111,92,70
11111,66,220
11111,66,220
11112,30,240
11112,665,340
11113,97,100
11113,84,100
11113,92,70
11113,72,270
11114,97,100
11114,665,340
11114,67,370
11114,82,90
11114,83,90
11115,73,250
11115,82,90
11115,66,220
11115,67,370
11116,93,70
11116,74,250
11117,677,230
11117,71,220
11117,71,220
11117,97,100
11117,71,220
11118,30,240
11118,31,190
11118,82,90
11118,93,70
11119,67,370
11119,97,100
11119,665,340
11120,66,220
11120,29,290
11120,30,240
11120,66,220
11121,84,100
11121,83,90
11121,677,230
11122,665,340
11122,67,370
11123,72,270
11123,71,220
11124,82,90
11124,677,230
11124,84,100
11125,665,340
11125,31,190
11125,66,220
11125,665,340
11125,31,190
11126,82,90
11126,29,290
11127,30,240
11127,31,190
11127,665,340
11127,72,270
11127,92,70
11128,71,220
11128,677,230
11129,677,230
11129,92,70
11129,73,250
11129,677,230
11129,92,70
11130,83,90
11130,92,70
11130,677,230
11130,72,270
11130,67,370
11131,73,250
11131,677,230
11131,84,100
11131,29,290
11132,74,250
11132,97,100
11133,71,220
11133,31,190
11133,71,220
11134,29,290
11134,677,230
11134,29,290
11135,665,340
11135,73,250
11135,31,190
11136,73,250
11136,72,270
11136,29,290
11136,71,220
11136,93,70
11137,97,100
11137,83,90
11137,30,240
11138,677,230
11138,93,70
11138,677,230
11138,677,230
11138,30,240
11139,92,70
11139,97,100
11140,74,250
11140,93,70
11140,29,290
11141,30,240
11141,92,70
11141,67,370
11141,665,340
11142,74,250
11142,29,290
11142,29,290
11142,30,240
11142,82,90
11143,31,190
11143,67,370
11144,92,70
11144,97,100
11145,82,90
11145,74,250
11145,29,290
11145,97,100
11145,97,100
11146,677,230
11146,31,190
11146,29,290
11146,31,190
11146,72,270
11147,71,220
11147,83,90
11147,84,100
11147,72,270
11148,30,240
11148,71,220
11149,84,100
11149,30,240
11149,29,290
11149,83,90
11149,82,90
11150,93,70
11150,30,240
11150,67,370
11151,73,250
11151,29,290
11152,31,190
11152,92,70
11153,66,220
11153,71,220
11154,677,230
11154,29,290
11155,30,240
11155,72,270
11155,74,250
11155,73,250
11155,665,340
11156,677,230
11156,73,250
11156,82,90
11156,31,190
11156,66,220
11157,665,340
11157,30,240
11157,97,100
11157,82,90
11157,67,370
11158,71,220
11158,72,270
11158,71,220
11158,82,90
11158,84,100
11159,73,250
11159,66,220
11159,72,270
11159,92,70
11159,97,100
11160,665,340
11160,67,370
11160,74,250
11160,30,240
11161,74,250
11161,72,270
11161,71,220
11161,71,220
11161,83,90
11162,97,100
11162,83,90
11163,93,70
11163,84,100
11163,97,100
11163,31,190
11163,30,240
11164,83,90
11164,74,250
11165,93,70
11165,31,190
11165,73,250
11165,66,220
11165,72,270
11166,31,190
11166,71,220
11166,67,370
11167,71,220
11167,29,290
11168,66,220
11168,66,220
11168,66,220
11169,67,370
11169,31,190
11170,71,220
11170,677,230
11171,72,270
11171,97,100
11172,83,90
11172,83,90
11172,84,100
11172,83,90
11172,67,370
11173,31,190
11173,74,250
11173,66,220
11173,84,100
11173,82,90
11174,93,70
11174,31,190
11174,31,190
11174,66,220
11175,83,90
11175,29,290
11175,31,190
11176,97,100
11176,66,220
11177,84,100
11177,82,90
11177,30,240
11177,71,220
11178,31,190
11178,73,250
11178,66,220
11178,93,70
11179,677,230
11179,71,220
11180,66,220
11180,92,70
11181,73,250
11181,82,90
11181,82,90
11181,665,340
11181,67,370
11182,82,90
11182,97,100
11183,30,240
11183,677,230
11184,677,230
11184,67,370
11184,67,370
11185,31,190
11185,93,70
11185,73,250
11186,66,220
11186,67,370
11187,71,220
11187,83,90
11187,30,240
11188,72,270
11188,84,100
11188,71,220
11188,31,190
11189,97,100
11189,97,100
11190,30,240
11190,66,220
11190,73,250
11191,29,290
11191,67,370
11191,67,370
11192,83,90
11192,93,70
11192,73,250
11193,29,290
11193,29,290
11193,677,230
11193,29,290
11193,677,230
11194,29,290
11194,31,190
11194,30,240
11195,92,70
11195,73,250
11195,82,90
11196,83,90
11196,74,250
11196,92,70
11197,29,290
11197,92,70
11197,66,220
11197,29,290
11198,73,250
11198,73,250
11199,82,90
11199,67,370
11199,97,100
11199,82,90
11199,73,250
11200,92,70
11200,29,290
11200,73,250
11200,92,70
11201,93,70
11201,84,100
11201,82,90
11201,84,100
11202,82,90
11202,73,250
11202,665,340
11203,92,70
11203,83,90
11203,72,270
11204,665,340
11204,97,100
11204,30,240
11204,83,90
11205,67,370
11205,97,100
11205,72,270
11205,82,90
11206,67,370
11206,665,340
11207,30,240
11207,74,250
11207,29,290
11207,92,70
11208,67,370
11208,92,70
11209,30,240
11209,71,220
11209,677,230
11209,97,100
11209,92,70
11210,74,250
11210,72,270
11210,82,90
11210,74,250
11211,93,70
11211,73,250
11211,82,90
11212,30,240
11212,67,370
11212,97,100
11212,93,70
11212,29,290
11213,71,220
11213,30,240
11214,29,290
11214,93,70
11214,67,370
11215,31,190
11215,71,220
11215,665,340
11215,97,100
11215,30,240
11216,66,220
11216,84,100
11216,73,250
11216,84,100
11216,665,340
11217,74,250
11217,97,100
11217,71,220
11218,29,290
11218,84,100
11218,29,290
11218,31,190
11219,74,250
11219,665,340
11220,74,250
11220,93,70
11220,66,220
11220,71,220
11221,66,220
11221,83,90
11221,665,340
11222,31,190
11222,84,100
11223,73,250
11223,29,290
11223,92,70
11223,71,220
11224,73,250
11224,93,70
11225,677,230
11225,29,290
11225,677,230
11225,83,90
11226,72,270
11226,83,90
11226,73,250
11226,92,70
11227,665,340
11227,83,90
11227,73,250
11228,84,100
11228,83,90
11228,66,220
11228,72,270
11228,92,70
11229,677,230
11229,97,100
11230,665,340
11230,72,270
11230,92,70
11231,665,340
11231,82,90
11232,66,220
11232,71,220
11232,665,340
11233,83,90
11233,84,100
11234,82,90
11234,67,370
11235,92,70
11235,71,220
11236,92,70
11236,665,340
11236,82,90
11236,30,240
11237,31,190
11237,67,370
11237,97,100
11238,31,190
11238,73,250
11238,84,100
11238,67,370
11239,67,370
11239,83,90
11239,66,220
11239,72,270
11239,93,70
11240,84,100
11240,67,370
11240,83,90
11240,82,90
11241,97,100
11241,73,250
11242,30,240
11242,71,220
11243,92,70
11243,677,230
11243,84,100
11244,66,220
11244,66,220
11244,677,230
11244,92,70
11245,72,270
11245,83,90
11246,84,100
11246,72,270
11246,83,90
11247,30,240
11247,71,220
11247,93,70
11247,677,230
11248,67,370
11248,677,230
11248,84,100
11248,73,250
11249,84,100
11249,97,100
11249,92,70
11250,73,250
11250,29,290
11250,74,250
11250,72,270
11250,66,220
11251,84,100
11251,677,230
11251,84,100
11251,93,70
11252,83,90
11252,31,190
11252,73,250
11252,92,70
11253,82,90
11253,30,240
11254,83,90
11254,82,90
11255,665,340
11255,93,70
11255,665,340
11255,92,70
11256,74,250
11256,31,190
11256,74,250
11257,31,190
11257,72,270
11257,31,190
11258,31,190
11258,30,240
11258,665,340
11259,93,70
11259,677,230
11259,31,190
11259,92,70
11260,93,70
11260,74,250
11260,73,250
11261,73,250
11261,74,250
11261,677,230
11261,74,250
11262,66,220
11262,67,370
11263,67,370
11263,93,70
11263,30,240
11263,84,100
11263,82,90
11264,30,240
11264,72,270
11264,73,250
11265,72,270
11265,92,70
11265,74,250
11266,73,250
11266,74,250
11266,71,220
11266,29,290
11266,97,100
11267,83,90
11267,31,190
11267,74,250
11267,30,240
11267,71,220
11268,84,100
11268,677,230
11269,84,100
11269,31,190
11269,74,250
11269,30,240
11270,93,70
11270,665,340
11270,72,270
11270,92,70
11271,677,230
11271,29,290
11272,92,70
11272,97,100
11272,92,70
11272,83,90
11273,30,240
11273,92,70
11273,665,340
11273,66,220
11273,97,100
11274,29,290
11274,29,290
11274,82,90
11274,83,90
11275,82,90
11275,665,340
11275,67,370
11276,31,190
11276,31,190
11276,93,70
11276,72,270
11276,82,90
11277,665,340
11277,82,90
11277,97,100
11277,677,230
11277,67,370
11278,92,70
11278,97,100
11278,97,100
11278,92,70
11278,677,230
11279,677,230
11279,93,70
11279,31,190
11279,72,270
11280,97,100
11280,72,270
11281,67,370
11281,92,70
11281,31,190
11281,66,220
11282,677,230
11282,29,290
11283,72,270
11283,84,100
11283,29,290
11283,677,230
11284,31,190
11284,31,190
11284,677,230
11285,82,90
11285,73,250
11285,66,220
11285,72,270
11286,82,90
11286,97,100
11286,97,100
11286,31,190
11287,82,90
11287,84,100
11287,73,250
11288,84,100
11288,73,250
11288,665,340
11289,84,100
11289,82,90
11289,72,270
11290,93,70
11290,66,220
11290,29,290
11291,30,240
11291,74,250
11291,31,190
11291,84,100
11291,83,90
11292,92,70
11292,82,90
11292,83,90
11292,97,100
11292,29,290
11293,29,290
11293,92,70
11293,73,250
11293,30,240
11293,83,90
11294,72,270
11294,67,370
11294,677,230
11294,30,240
11295,71,220
11295,29,290
11295,92,70
11295,83,90
11296,66,220
11296,677,230
11296,677,230
11297,31,190
11297,677,230
11297,74,250
11298,67,370
11298,71,220
11298,71,220
11298,73,250
11298,71,220
11299,84,100
11299,93,70
11299,73,250
11299,74,250
11299,83,90
11300,72,270
11300,66,220
11301,74,250
11301,82,90
11301,83,90
11301,30,240
11301,30,240
11302,82,90
11302,92,70
11302,30,240
11302,97,100
11303,66,220
11303,73,250
11303,82,90
11303,72,270
11304,29,290
11304,30,240
11305,74,250
11305,82,90
11305,73,250
11305,67,370
11306,73,250
11306,66,220
11306,93,70
11306,83,90
11307,97,100
11307,67,370
11307,677,230
11307,72,270
11307,29,290
11308,73,250
11308,72,270
11308,73,250
11308,665,340
11308,31,190
11309,29,290
11309,31,190
11310,73,250
11310,677,230
11310,73,250
11311,73,250
11311,665,340
11311,29,290
11311,84,100
11312,82,90
11312,93,70
11312,97,100
11312,72,270
11312,97,100
11313,73,250
11313,71,220
11313,677,230
11314,72,270
11314,31,190
11314,97,100
11315,67,370
11315,93,70
11315,665,340
11316,29,290
11316,29,290
11316,71,220
11316,97,100
11317,67,370
11317,72,270
11317,82,90
11318,83,90
11318,71,220
11318,71,220
11318,67,370
11319,29,290
11319,665,340
11320,97,100
11320,29,290
11321,72,270
11321,29,290
11321,84,100
11321,83,90
11322,31,190
11322,67,370
11322,72,270
11322,93,70
11322,97,100
11323,83,90
11323,677,230
11323,92,70
11323,29,290
11323,677,230
11324,66,220
11324,677,230
11324,30,240
11324,665,340
11325,71,220
11325,84,100
11325,665,340
11326,71,220
11326,30,240
11326,30,240
11326,73,250
11326,72,270
11327,74,250
11327,30,240
11327,74,250
11328,677,230
11328,97,100
11328,83,90
11328,74,250
11329,92,70
11329,677,230
11329,29,290
11329,83,90
11329,665,340
11330,72,270
11330,83,90
11330,677,230
11330,677,230
11331,93,70
11331,82,90
11331,71,220
11331,74,250
11331,66,220
11332,73,250
11332,677,230
11333,92,70
11333,30,240
11333,67,370
11333,73,250
11334,677,230
11334,97,100
11334,93,70
11334,665,340
11335,83,90
11335,74,250
11335,84,100
11335,72,270
11336,73,250
11336,30,240
11336,72,270
11336,30,240
11336,71,220
11337,93,70
11337,67,370
11337,66,220
11337,82,90
11337,73,250
11338,74,250
11338,82,90
11338,82,90
11338,97,100
11338,72,270
11339,677,230
11339,84,100
11339,82,90
11340,71,220
11340,30,240
11340,74,250
11341,84,100
11341,97,100
11341,66,220
11342,92,70
11342,72,270
11343,92,70
11343,97,100
11344,97,100
11344,31,190
11345,31,190
11345,29,290
11346,71,220
11346,31,190
11346,31,190
11346,84,100
11346,665,340
11347,66,220
11347,83,90
11347,92,70
11347,72,270
11348,29,290
11348,83,90
11348,72,270
11348,30,240
11349,93,70
11349,67,370
11350,677,230
11350,92,70
11350,66,220
11351,82,90
11351,97,100
11351,92,70
11351,29,290
11351,83,90
11352,677,230
11352,677,230
11352,665,340
11352,92,70
11352,29,290
11353,74,250
11353,84,100
11353,72,270
11354,84,100
11354,92,70
11354,30,240
11354,84,100
11355,82,90
11355,97,100
11355,66,220
11355,665,340
11356,82,90
11356,82,90
11356,67,370
11356,30,240
11356,73,250
11357,97,100
11357,74,250
11358,31,190
11358,30,240
11358,71,220
11358,31,190
11358,74,250
11359,82,90
11359,83,90
11359,82,90
11360,84,100
11360,97,100
11360,31,190
11361,67,370
11361,29,290
11361,67,370
11361,82,90
11362,30,240
11362,82,90
11362,74,250
11363,71,220
11363,67,370
11363,84,100
11363,71,220
11364,74,250
11364,71,220
11365,83,90
11365,30,240
11365,29,290
11365,84,100
11366,93,70
11366,677,230
11367,93,70
11367,30,240
11368,73,250
11368,72,270
11368,31,190
11368,72,270
11368,66,220
11369,93,70
11369,93,70
11369,67,370
11369,31,190
11369,72,270
11370,97,100
11370,677,230
11370,84,100
11371,66,220
11371,30,240
11371,665,340
11371,31,190
11371,30,240
11372,677,230
11372,31,190
11372,30,240
11373,97,100
11373,30,240
11373,92,70
11374,66,220
11374,97,100
11374,29,290
11375,93,70
11375,92,70
11376,31,190
11376,97,100
11376,84,100
11376,72,270
11376,73,250
11377,29,290
11377,97,100
11377,82,90
11377,29,290
11377,677,230
11378,677,230
11378,92,70
11378,67,370
11378,29,290
11379,92,70
11379,72,270
11379,97,100
11379,66,220
11380,71,220
11380,83,90
11380,83,90
11380,31,190
11381,677,230
11381,73,250
11381,82,90
11381,74,250
11382,72,270
11382,665,340
11383,67,370
11383,677,230
11384,84,100
11384,73,250
11384,97,100
11384,74,250
11384,93,70
11385,66,220
11385,92,70
11385,29,290
11385,74,250
11385,31,190
11386,73,250
11386,84,100
11386,677,230
11387,97,100
11387,677,230
11387,29,290
11387,97,100
11388,97,100
11388,71,220
11388,93,70
11388,74,250
11388,97,100
11389,92,70
11389,665,340
11389,93,70
11389,30,240
11389,66,220
11390,665,340
11390,677,230
11390,31,190
11391,72,270
11391,97,100
11391,73,250
11392,74,250
11392,93,70
11392,31,190
11393,29,290
11393,29,290
11393,30,240
11393,71,220
11394,71,220
11394,71,220
11394,665,340
11395,66,220
11395,29,290
11396,97,100
11396,97,100
11396,84,100
11396,92,70
11396,84,100
11397,71,220
11397,92,70
11397,71,220
11397,83,90
11397,31,190
11398,93,70
11398,677,230
11398,93,70
11398,677,230
11398,30,240
11399,67,370
11399,29,290
11400,72,270
11400,72,270
11400,29,290
11400,92,70
11401,74,250
11401,74,250
11401,66,220
11402,84,100
11402,67,370
11402,92,70
11402,97,100
11402,83,90
11403,82,90
11403,84,100
11404,73,250
11404,97,100
11404,82,90
11404,677,230
11405,83,90
11405,84,100
11406,73,250
11406,73,250
11406,92,70
11406,74,250
11406,97,100
11407,84,100
11407,71,220
11407,93,70
11408,677,230
11408,72,270
11408,30,240
11409,665,340
11409,73,250
11410,82,90
11410,72,270
11410,67,370
11411,66,220
11411,82,90
11411,92,70
11411,66,220
11411,82,90
11412,92,70
11412,82,90
11413,74,250
11413,29,290
11413,677,230
11414,83,90
11414,30,240
11414,66,220
11414,67,370
11415,84,100
11415,93,70
11416,93,70
11416,82,90
11416,31,190
11416,83,90
11416,66,220
11417,72,270
11417,92,70
11417,66,220
11417,83,90
11417,82,90
11418,93,70
11418,93,70
11418,93,70
11418,31,190
11419,665,340
11419,677,230
11420,71,220
11420,93,70
11420,83,90
11421,30,240
11421,73,250
11422,677,230
11422,92,70
11422,74,250
11422,31,190
11423,67,370
11423,92,70
11424,30,240
11424,82,90
11425,74,250
11425,71,220
11425,71,220
11425,97,100
11425,29,290
11426,665,340
11426,29,290
11426,84,100
11426,677,230
11427,665,340
11427,83,90
11427,31,190
11427,66,220
11427,66,220
11428,67,370
11428,74,250
11428,74,250
11428,72,270
11428,73,250
11429,67,370
11429,67,370
11429,67,370
11430,66,220
11430,29,290
11431,83,90
11431,93,70
11431,93,70
11432,93,70
11432,665,340
11432,84,100
11432,66,220
11433,84,100
11433,72,270
11433,30,240
11434,74,250
11434,73,250
11434,92,70
11434,30,240
11434,92,70
11435,665,340
11435,92,70
11435,82,90
11435,74,250
11435,67,370
11436,677,230
11436,30,240
11436,71,220
11436,67,370
11436,73,250
11437,93,70
11437,82,90
11437,92,70
11437,71,220
11437,31,190
11438,82,90
11438,93,70
11438,31,190
11438,29,290
11439,93,70
11439,74,250
11439,72,270
11439,67,370
11439,92,70
11440,84,100
11440,71,220
11440,84,100
11440,83,90
11441,72,270
11441,66,220
11441,92,70
11441,84,100
11442,72,270
11442,72,270
11442,97,100
11442,71,220
11442,29,290
11443,66,220
11443,677,230
11443,66,220
11443,665,340
11444,83,90
11444,92,70
11444,97,100
11444,66,220
11445,84,100
11445,30,240
11446,83,90
11446,83,90
11446,72,270
11447,31,190
11447,677,230
11447,30,240
11448,73,250
11448,29,290
11448,66,220
11449,93,70
11449,73,250
11450,97,100
11450,677,230
11451,92,70
11451,74,250
11451,31,190
11451,29,290
11451,71,220
11452,84,100
11452,82,90
11452,93,70
11453,71,220
11453,67,370
11454,93,70
11454,66,220
11455,74,250
11455,67,370
11455,93,70
11455,93,70
11456,83,90
11456,677,230
11456,72,270
11456,84,100
11457,73,250
11457,93,70
11457,92,70
11457,83,90
11457,30,240
11458,67,370
11458,73,250
11458,93,70
11458,677,230
11459,84,100
11459,82,90
11459,74,250
11460,72,270
11460,30,240
11461,74,250
11461,84,100
11461,73,250
11461,84,100
11461,93,70
11462,82,90
11462,31,190
11462,74,250
11462,71,220
11463,66,220
11463,83,90
11463,84,100
11463,73,250
11464,92,70
11464,665,340
11464,82,90
11464,677,230
11465,74,250
11465,677,230
11466,30,240
11466,29,290
11467,84,100
11467,73,250
11467,73,250
11467,84,100
11467,71,220
11468,73,250
11468,83,90
11468,72,270
11469,82,90
11469,84,100
11470,92,70
11470,83,90
11470,93,70
11471,66,220
11471,83,90
11471,31,190
11471,82,90
11472,72,270
11472,31,190
11472,84,100
11472,677,230
11473,31,190
11473,83,90
11473,92,70
11473,92,70
11474,73,250
11474,83,90
11474,677,230
11474,74,250
11475,677,230
11475,66,220
11476,30,240
11476,677,230
11476,30,240
11477,97,100
11477,84,100
11477,93,70
11478,93,70
11478,30,240
11479,677,230
11479,82,90
11479,67,370
11480,93,70
11480,67,370
11480,67,370
11480,74,250
11481,29,290
11481,74,250
11481,677,230
11482,84,100
11482,82,90
11482,73,250
11482,71,220
11483,30,240
11483,677,230
11483,67,370
11483,30,240
11483,30,240
11484,30,240
11484,31,190
11484,74,250
11484,66,220
11484,66,220
11485,66,220
11485,677,230
11486,84,100
11486,74,250
11486,30,240
11487,97,100
11487,93,70
11487,73,250
11487,665,340
11488,97,100
11488,72,270
11488,29,290
11488,84,100
11488,66,220
11489,72,270
11489,83,90
11489,71,220
11489,66,220
11490,665,340
11490,67,370
11491,71,220
11491,92,70
11492,67,370
11492,97,100
11493,92,70
11493,665,340
11494,665,340
11494,73,250
11495,72,270
11495,93,70
11495,66,220
11495,30,240
11496,665,340
11496,73,250
11497,66,220
11497,31,190
11498,82,90
11498,97,100
11499,97,100
11499,29,290
11499,31,190
11500,97,100
11500,29,290
11501,677,230
11501,92,70
11502,29,290
11502,93,70
11502,66,220
11502,71,220
11502,83,90
11503,67,370
11503,93,70
11503,29,290
11504,29,290
11504,677,230
11504,29,290
11504,66,220
11504,93,70
11505,92,70
11505,97,100
11505,82,90
11505,72,270
11505,73,250
11506,72,270
11506,30,240
11507,73,250
11507,71,220
11507,29,290
11508,97,100
11508,72,270
11509,92,70
11509,30,240
11509,72,270
11509,74,250
11509,97,100
11510,83,90
11510,97,100
11511,93,70
11511,74,250
11511,74,250
11511,82,90
11512,30,240
11512,677,230
11512,71,220
11513,66,220
11513,82,90
11513,92,70
11514,74,250
11514,74,250
11514,72,270
11515,71,220
11515,93,70
11515,82,90
11515,29,290
11515,83,90
11516,66,220
11516,677,230
11516,66,220
11517,71,220
11517,83,90
11517,31,190
11518,66,220
11518,66,220
11519,66,220
11519,677,230
11519,677,230
11519,97,100
11519,677,230
11520,97,100
11520,66,220
11520,74,250
11520,83,90
11520,72,270
11521,29,290
11521,74,250
11521,93,70
11522,71,220
11522,29,290
11523,677,230
11523,83,90
11523,29,290
11523,93,70
11523,30,240
11524,72,270
11524,29,290
11524,71,220
11525,677,230
11525,30,240
11525,30,240
11525,66,220
11526,82,90
11526,31,190
11526,72,270
11527,83,90
11527,93,70
11527,67,370
11528,29,290
11528,84,100
11528,83,90
11528,83,90
11528,66,220
11529,82,90
11529,92,70
11529,73,250
11529,30,240
11529,93,70
11530,67,370
11530,677,230
11530,73,250
11530,84,100
11531,72,270
11531,29,290
11531,74,250
11532,92,70
11532,74,250
11532,31,190
11532,30,240
11533,71,220
11533,71,220
11533,30,240
11534,97,100
11534,84,100
11534,29,290
11534,93,70
11534,66,220
11535,67,370
11535,67,370
11535,82,90
11535,677,230
11536,71,220
11536,30,240
11536,74,250
11536,82,90
11537,71,220
11537,29,290
11537,83,90
11537,74,250
11538,83,90
11538,72,270
11538,665,340
11539,93,70
11539,93,70
11539,83,90
11539,73,250
11540,84,100
11540,92,70
11540,93,70
11541,665,340
11541,67,370
11541,74,250
11541,66,220
11542,67,370
11542,92,70
11542,71,220
11542,84,100
11543,74,250
11543,83,90
11543,30,240
11544,66,220
11544,93,70
11544,30,240
11544,71,220
11545,83,90
11545,30,240
11545,74,250
11545,73,250
11546,71,220
11546,29,290
11547,97,100
11547,83,90
11547,84,100
11547,83,90
11547,82,90
11548,97,100
11548,72,270
11549,72,270
11549,72,270
11550,82,90
11550,71,220
11551,92,70
11551,72,270
11551,93,70
11552,74,250
11552,97,100
11552,71,220
11553,67,370
11553,67,370
11553,92,70
11553,72,270
11554,97,100
11554,71,220
11554,29,290
11554,72,270
11555,67,370
11555,93,70
11555,66,220
11555,71,220
11556,74,250
11556,31,190
11556,93,70
11556,84,100
11557,71,220
11557,31,190
11557,73,250
11557,82,90
11558,71,220
11558,73,250
11558,93,70
11558,82,90
11559,97,100
11559,92,70
11559,665,340
11559,73,250
11560,29,290
11560,82,90
11560,73,250
11560,82,90
11561,82,90
11561,82,90
11562,92,70
11562,97,100
11562,30,240
11563,31,190
11563,72,270
11563,30,240
11563,31,190
11563,677,230
11564,97,100
11564,93,70
11564,67,370
11564,677,230
11564,97,100
11565,29,290
11565,84,100
11566,72,270
11566,84,100
11566,73,250
11567,677,230
11567,66,220
11567,93,70
11567,677,230
11567,74,250
11568,29,290
11568,677,230
11568,84,100
11569,31,190
11569,82,90
11570,665,340
11570,92,70
11570,66,220
11570,84,100
11570,71,220
11571,84,100
11571,97,100
11571,71,220
11571,74,250
11572,677,230
11572,93,70
11572,84,100
11572,97,100
11572,71,220
11573,83,90
11573,66,220
11573,93,70
11573,92,70
11573,665,340
11574,74,250
11574,73,250
11574,97,100
11575,93,70
11575,31,190
11575,93,70
11575,29,290
11575,29,290
11576,97,100
11576,97,100
11577,97,100
11577,84,100
11577,84,100
11577,93,70
11578,83,90
11578,30,240
11578,72,270
11578,74,250
11578,92,70
11579,665,340
11579,83,90
11579,30,240
11579,82,90
11579,97,100
11580,66,220
11580,677,230
11581,84,100
11581,677,230
11581,74,250
11582,67,370
11582,67,370
11583,66,220
11583,665,340
11583,74,250
11583,30,240
11583,72,270
11584,31,190
11584,66,220
11584,97,100
11585,97,100
11585,92,70
11585,84,100
11585,30,240
11585,71,220
11586,72,270
11586,665,340
11586,83,90
11586,29,290
11587,93,70
11587,677,230
11587,92,70
11588,84,100
11588,93,70
11588,83,90
11588,83,90
11588,67,370
11589,31,190
11589,97,100
11589,74,250
11589,67,370
11590,93,70
11590,72,270
11590,82,90
11590,73,250
11590,71,220
11591,665,340
11591,665,340
11591,66,220
11591,31,190
11592,67,370
11592,82,90
11592,97,100
11592,31,190
11593,93,70
11593,82,90
11593,29,290
11593,677,230
11593,677,230
11594,66,220
11594,82,90
11595,74,250
11595,30,240
11596,67,370
11596,72,270
11596,30,240
11596,84,100
11596,83,90
11597,71,220
11597,29,290
11597,71,220
11597,31,190
11598,74,250
11598,84,100
11598,84,100
11599,84,100
11599,71,220
11600,677,230
11600,71,220
11600,83,90
11600,31,190
11600,67,370
11601,74,250
11601,82,90
11601,74,250
11601,73,250
11602,84,100
11602,97,100
11602,66,220
11603,665,340
11603,73,250
11603,93,70
11603,66,220
11603,83,90
11604,677,230
11604,67,370
11605,665,340
11605,67,370
11605,97,100
11605,29,290
11605,73,250
11606,66,220
11606,31,190
11606,73,250
11606,67,370
11607,93,70
11607,29,290
11607,665,340
11608,84,100
11608,82,90
11608,73,250
11608,29,290
11608,29,290
11609,71,220
11609,71,220
11610,74,250
11610,97,100
11611,67,370
11611,83,90
11612,665,340
11612,677,230
11612,29,290
11612,92,70
11613,84,100
11613,72,270
11613,30,240
11613,83,90
11614,677,230
11614,665,340
11614,71,220
11614,665,340
11615,665,340
11615,665,340
11615,73,250
11616,30,240
11616,67,370
11616,84,100
11616,73,250
11616,66,220
11617,677,230
11617,66,220
11617,71,220
11618,30,240
11618,73,250
11618,66,220
11619,71,220
11619,29,290
11619,31,190
11619,71,220
11619,84,100
11620,84,100
11620,72,270
11620,97,100
11621,84,100
11621,74,250
11621,677,230
11622,92,70
11622,31,190
11622,93,70
11623,92,70
11623,665,340
11624,74,250
11624,93,70
11624,93,70
11624,67,370
11624,84,100
11625,73,250
11625,67,370
11625,67,370
11625,30,240
11626,29,290
11626,93,70
11626,31,190
11626,92,70
11627,82,90
11627,72,270
11627,92,70
11628,83,90
11628,84,100
11628,97,100
11628,30,240
11629,93,70
11629,67,370
11629,72,270
11630,677,230
11630,92,70
11630,82,90
11631,71,220
11631,72,270
11631,31,190
11632,97,100
11632,74,250
11632,66,220
11632,74,250
11633,82,90
11633,72,270
11634,74,250
11634,30,240
11635,31,190
11635,31,190
11636,67,370
11636,93,70
11636,73,250
11636,82,90
11636,31,190
11637,72,270
11637,29,290
11637,31,190
11637,97,100
11637,66,220
